!ESTIMATES COLLECTED BY DAVID.MONTGOMERY@NREL.GOV USING HTTPS://RMG.MIT.EDU
!COLUMN 1: MODEL NAME
!COLUMN 2: INDEX WHERE 0=ATOMIC; 1=LINEAR; 2=NONLINEAR
!COLUMN 3: LENNARD-JONES POTENTIAL WELL DEPTH [KELVIN]
!COLUMN 4: LENNARD-JONES COLLISION DIAMETER [ANGSTROM]
!COLUMN 5: DIPOLE MOMENT [DEBYE]
!COLUMN 6: POLARIZABILITY [CUBIC ANGSTOMS]
!COLUMN 7: ROTATIONAL RELAXATION COLLISION NUMBER AT 298K
                                                                      
AR                  0       136.500     3.330     0.000     0.000     0.000          
C                   0        71.400     3.298     0.000     0.000     0.000          
CO2                 1       244.000     3.763     0.000     2.650     2.100          
                                                                            
HE                  0        10.200     2.576     0.000     0.000     0.000 ! *      
H2O                 2       572.400     2.605     1.844     0.000     4.000          
H2O2                2       107.400     3.458     0.000     0.000     3.800          
HO2                 2       107.400     3.458     0.000     0.000     1.000 ! *      
N2                  1        97.530     3.621     0.000     1.760     4.000          
O                   0        80.000     2.750     0.000     0.000     0.000
O2                  1       107.400     3.458     0.000     1.600     3.800      

C6H5CH3             2       460.484     5.950     0.000     0.000     0.000 
C6H5C2H5            2       476.497     6.270     0.000     0.000     0.000 
C6H5C3H7            2       492.308     6.580     0.000     0.000     0.000
C6H5C4H9            2       507.979     6.890     0.000     0.000     0.000
C6H5C5H11           2       523.566     7.200     0.000     0.000     0.000
C6H5C6H13           2       539.118     7.510     0.000     0.000     0.000
C6H5C7H15           2       554.686     7.810     0.000     0.000     0.000
C6H5C8H17           2       570.313     8.120     0.000     0.000     0.000
C6H5C9H19           2       586.041     8.430     0.000     0.000     0.000
C6H5C10H21          2       601.911     8.740     0.000     0.000     0.000

NAPH                2       548.040     6.430     0.000     0.000     0.000 
METHYLNAPH-1        2       567.237     6.800     0.000     0.000     0.000
ETHYLNAPH-1         2       581.524     7.110     0.000     0.000     0.000
PROPYLNAPH-1        2       595.865     7.420     0.000     0.000     0.000
BUTYLNAPH-1         2       610.300     7.730     0.000     0.000     0.000

INDANE              2       520.299     6.320     0.000     0.000     0.000
TETRA               2       545.446     6.610     0.000     0.000     0.000
METHYLTETRA-2       2       556.255     6.990     0.000     0.000     0.000
ETHYLTETRA-2        2       570.808     7.300     0.000     0.000     0.000
PROPYLTETRA-2       2       585.399     7.600     0.000     0.000     0.000
BUTYLTETRA-2        2       600.071     7.910     0.000     0.000     0.000      
PENTYLTETRA-2       2       614.860     8.220     0.000     0.000     0.000

C7H16-2             2       405.635     6.470     0.000     0.000     0.000 
C8H18-2             2       423.080     6.780     0.000     0.000     0.000 
C9H20-2             2       440.303     7.100     0.000     0.000     0.000 
C10H22-2            2       457.368     7.410     0.000     0.000     0.000
C11H24-2            2       474.331     7.720     0.000     0.000     0.000
C12H26-2            2       491.248     8.030     0.000     0.000     0.000
C13H28-2            2       508.168     8.340     0.000     0.000     0.000
C14H30-2            2       525.138     8.650     0.000     0.000     0.000
C15H32-2            2       542.205     8.960     0.000     0.000     0.000
C16H34-2            2       559.411     9.270     0.000     0.000     0.000
C17H36-2            2       576.800     9.580     0.000     0.000     0.000
C18H38-2            2       594.414     9.890     0.000     0.000     0.000
C19H40-2            2       612.293    10.210     0.000     0.000     0.000
C20H42-2            2       630.483    10.520     0.000     0.000     0.000
C21H44-2            2       649.025    10.840     0.000     0.000     0.000
C22H46-2            2       667.960    11.160     0.000     0.000     0.000
C23H48-2            2       687.336    11.480     0.000     0.000     0.000
C24H50-2            2       630.483    10.520     0.000     0.000     0.000

NC7H16              2       402.997     6.480     0.000     0.000     0.000 
NC8H18              2       420.526     6.790     0.000     0.000     0.000
NC9H20              2       437.843     7.100     0.000     0.000     0.000
NC10H22             2       455.010     7.410     0.000     0.000     0.000
NC11H24             2       472.083     7.720     0.000     0.000     0.000
NC12H26             2       489.118     8.030     0.000     0.000     0.000
NC13H28             2       506.163     8.340     0.000     0.000     0.000
