!------------------------------------------------------------------------------------
!
! COUNTERFLOW FLAME EXPERIMENTS AND CHEMICAL KINETIC MODELING
! OF DIMETHYL ETHER/METHANE MIXTURES
! 
! HPMech v3.3 (no NOx)
!
! C.B. Reuter, R. Zhang, O.R. Yehia, Y. Rezgui, Y. Ju
!                              
!------------------------------------------------------------------------------------

CH2CHO                       2   436.000     3.970     0.000     0.000     2.000
CH2HCO                       2   436.000     3.970     0.000     0.000     2.000
CH2CO                        2   436.000     3.970     0.000     0.000     2.000
HCCO                         2   150.000     2.500     0.000     0.000     1.000
H2CC                         2   209.000     4.100     0.000     0.000     2.500
C2O                          1   232.400     3.828     0.000     0.000     1.000
HCCOH                        2   436.000     3.970     0.000     0.000     2.000
C2H5OH                       2   470.600     4.410     0.000     0.000     1.500
C2H5O                        2   470.600     4.410     0.000     0.000     1.500
CH2CH2OH                     2   470.600     4.410     0.000     0.000     1.500
CH3OCH2                      2   395.000     4.037     1.300     0.000     1.000
C2H5O2                       2   470.600     4.410     0.000     0.000     1.500
C2H4O1-2                     2   436.000     3.970     0.000     0.000     2.000
C2H3O1-2                     2   436.000     3.970     0.000     0.000     2.000
C3H2                         2   209.000     4.100     0.000     0.000     1.000
C3H2SING                     2   209.000     4.100     0.000     0.000     1.000
H2CCC                        2   265.300     3.721     0.000     0.000     1.000
c-C3H2                       1   290.616     4.368     0.000     0.000     1.000
C3H3                         1   324.800     4.290     0.000     0.000     1.000
aC3H4                        1   324.800     4.290     0.000     0.000     1.000
pC3H4                        1   324.800     4.290     0.000     0.000     1.000
c-C3H4                       2   324.800     4.290     0.000     0.000     1.000
aC3H5                        2   316.000     4.220     0.000     0.000     1.000
sC3H5                        2   316.000     4.220     0.000     0.000     1.000
tC3H5                        2   316.000     4.220     0.000     0.000     1.000
C3H6                         2   307.800     4.140     0.000     0.000     1.000
iC3H7                        2   303.400     4.810     0.000     0.000     1.000
nC3H7                        2   303.400     4.810     0.000     0.000     1.000
C3H8                         2   303.400     4.810     0.000     0.000     1.000
C2H3CO                       2   443.200     4.120     0.000     0.000     1.000
C2H3CHO                      2   428.800     4.958     2.900     0.000     1.000
C4H                          1   357.000     4.720     0.000     0.000     1.000
C4H2                         1   357.000     4.720     0.000     0.000     1.000
C4H4                         2   357.000     5.180     0.000     0.000     1.000
iC4H3                        2   357.000     5.180     0.000     0.000     1.000
nC4H3                        2   357.000     5.180     0.000     0.000     1.000
iC4H5                        2   357.000     5.180     0.000     0.000     1.000
nC4H5                        2   357.000     5.180     0.000     0.000     1.000
C4H6                         2   357.000     4.720     0.000     0.000     1.000
C4H6-13                      2   350.400     4.984     0.000     0.000     1.000
C4H6-12                      2   370.300     4.984     0.400     0.000     1.000
C4H6-2                       2   357.000     5.180     0.000     0.000     1.000
H2C4O                        2   357.000     5.180     0.000     0.000     1.000
CH3CHCHCO                    1   357.000     5.180     0.000     0.000     1.000
CH2CHCHCHO                   1   357.000     5.180     0.000     0.000     1.000
C5H2                         1   408.000     5.200     0.000     0.000     1.000
C5H3                         1   408.000     5.200     0.000     0.000     1.000
C5H5                         1   408.000     5.200     0.000     0.000     1.000
C5H6                         1   408.000     5.200     0.000     0.000     1.000
C5H7                         2   408.000     5.200     0.000     0.000     1.000
HCCCHCCH                     1   408.000     5.200     0.000     0.000     1.000
H2CCCCCH                     1   408.000     5.200     0.000     0.000     1.000
C5H4O                        2   450.000     5.500     0.000     0.000     1.000
C5H4OH                       2   450.000     5.500     0.000     0.000     1.000
C5H5O                        2   450.000     5.500     0.000     0.000     1.000
C5H5OH                       2   450.000     5.500     0.000     0.000     1.000
l-C5H5                       2   408.000     5.200     0.000     0.000     1.000
C6H2                         1   408.000     5.200     0.000     0.000     1.000
C6H3                         2   357.000     5.180     0.000     0.000     1.000        

C6H4                         2   412.300     5.349     0.000     0.000     1.000
C6H5                         2   412.300     5.349     0.000     0.000     1.000
l-C6H5                       2   412.300     5.349     0.000     0.000     1.000
C6H5OH                       2   450.000     5.500     0.000     0.000     1.000
C6H5O                        2   450.000     5.500     0.000     0.000     1.000
C4H5C2H                      2   412.300     5.349     0.000     0.000     1.000
C6H6                         2   468.500     5.230     0.000    10.300     1.000
FC6H6                        2   468.500     5.230     0.000     0.000     1.000
C6H4O2                       2   450.000     5.500     0.000     0.000     1.000
C2H5O2H                      2   470.600     4.410     0.000     0.000     1.500
C2H4O2H                      2   470.600     4.410     0.000     0.000     1.500
C2H5CO                       2   424.600     4.820     0.000     0.000     1.000
C2H5CHO                      2   435.200     4.662     2.700     0.000     1.000
CH3CO2                       2   436.000     3.970     0.000     0.000     2.000
CH3CO3                       2   436.000     3.970     0.000     0.000     2.000
CH3CO3H                      2   436.000     3.970     0.000     0.000     2.000
O2CHO                        2   436.000     3.970     0.000     0.000     2.000
HO2CHO                       2   436.000     3.970     0.000     0.000     2.000
C2H4OH                       2   470.600     4.410     0.000     0.000     1.500

l-C6H4                       2   412.300     5.349     0.000     0.000     1.000    

o-C6H4                       2   464.8       5.29      0.00     10.32      0.000 
C2H4O2                       2   395.000     4.037     1.300     0.000     1.000
CH2CHOH                      2   436.000     3.970     0.000     0.000     2.000  


